Size, Compilation, Type, Time
2500000, "-O3", "Sequential", 0.361702
2500000, "-O3", "Parallel", 0.552796
2500000, "-O3", "Built-in", 0.531155
2500000, "-O1", "Sequential", 0.416196
2500000, "-O1", "Parallel", 0.593501
2500000, "-O1", "Built-in", 0.545650
2500000, "-O2", "Sequential", 0.368454
2500000, "-O2", "Parallel", 0.567710
2500000, "-O2", "Built-in", 0.526493
2500000, "-O3", "Sequential", 0.380611
2500000, "-O3", "Parallel", 0.600485
2500000, "-O3", "Built-in", 0.520243
2500000, "-O1", "Sequential", 0.413915
2500000, "-O1", "Parallel", 0.523495
2500000, "-O1", "Built-in", 0.539664
2500000, "-O2", "Sequential", 0.355815
2500000, "-O2", "Parallel", 0.483744
2500000, "-O2", "Built-in", 0.536320
2500000, "-O3", "Sequential", 0.365498
2500000, "-O3", "Parallel", 0.568983
2500000, "-O3", "Built-in", 0.537125
2500000, "-O1", "Sequential", 0.413095
2500000, "-O1", "Parallel", 0.532742
2500000, "-O1", "Built-in", 0.534506
2500000, "-O2", "Sequential", 0.384552
2500000, "-O2", "Parallel", 0.527191
2500000, "-O2", "Built-in", 0.524231
2500000, "-O3", "Sequential", 0.362305
2500000, "-O3", "Parallel", 0.530071
2500000, "-O3", "Built-in", 0.542846
2500000, "-O1", "Sequential", 0.425011
2500000, "-O1", "Parallel", 0.549909
2500000, "-O1", "Built-in", 0.539269
2500000, "-O2", "Sequential", 0.356603
2500000, "-O2", "Parallel", 0.588039
2500000, "-O2", "Built-in", 0.518030
2500000, "-O3", "Sequential", 0.367471
2500000, "-O3", "Parallel", 0.490781
2500000, "-O3", "Built-in", 0.526483
2500000, "-O1", "Sequential", 0.416244
2500000, "-O1", "Parallel", 0.530072
2500000, "-O1", "Built-in", 0.547365
2500000, "-O2", "Sequential", 0.366771
2500000, "-O2", "Parallel", 0.533469
2500000, "-O2", "Built-in", 0.555666
2500000, "-O3", "Sequential", 0.369251
2500000, "-O3", "Parallel", 0.502309
2500000, "-O3", "Built-in", 0.534223
2500000, "-O1", "Sequential", 0.427909
2500000, "-O1", "Parallel", 0.607349
2500000, "-O1", "Built-in", 0.551620
2500000, "-O2", "Sequential", 0.381642
2500000, "-O2", "Parallel", 0.554012
2500000, "-O2", "Built-in", 0.528634
2500000, "-O3", "Sequential", 0.359509
2500000, "-O3", "Parallel", 0.531577
2500000, "-O3", "Built-in", 0.526292
2500000, "-O1", "Sequential", 0.421331
2500000, "-O1", "Parallel", 0.524155
2500000, "-O1", "Built-in", 0.547805
2500000, "-O2", "Sequential", 0.363710
2500000, "-O2", "Parallel", 0.538031
2500000, "-O2", "Built-in", 0.548312
2500000, "-O3", "Sequential", 0.352096
2500000, "-O3", "Parallel", 0.568097
2500000, "-O3", "Built-in", 0.532981
2500000, "-O1", "Sequential", 0.439548
2500000, "-O1", "Parallel", 0.504655
2500000, "-O1", "Built-in", 0.548133
2500000, "-O2", "Sequential", 0.360675
2500000, "-O2", "Parallel", 0.558579
2500000, "-O2", "Built-in", 0.529627
2500000, "-O3", "Sequential", 0.391186
2500000, "-O3", "Parallel", 0.519510
2500000, "-O3", "Built-in", 0.538575
2500000, "-O1", "Sequential", 0.412149
2500000, "-O1", "Parallel", 0.547671
2500000, "-O1", "Built-in", 0.541372
2500000, "-O2", "Sequential", 0.356133
2500000, "-O2", "Parallel", 0.497780
2500000, "-O2", "Built-in", 0.518979
2500000, "-O3", "Sequential", 0.361257
2500000, "-O3", "Parallel", 0.526606
2500000, "-O3", "Built-in", 0.527385
10000, "-O1", "Sequential", 0.001191
10000, "-O1", "Parallel", 0.185354
10000, "-O1", "Built-in", 0.001529
10000, "-O2", "Sequential", 0.001000
10000, "-O2", "Parallel", 0.161128
10000, "-O2", "Built-in", 0.001521
10000, "-O3", "Sequential", 0.001002
10000, "-O3", "Parallel", 0.218514
10000, "-O3", "Built-in", 0.001498
10000, "-O1", "Sequential", 0.001134
10000, "-O1", "Parallel", 0.168074
10000, "-O1", "Built-in", 0.001537
10000, "-O2", "Sequential", 0.001269
10000, "-O2", "Parallel", 0.148001
10000, "-O2", "Built-in", 0.001503
10000, "-O3", "Sequential", 0.001047
10000, "-O3", "Parallel", 0.188805
10000, "-O3", "Built-in", 0.001513
10000, "-O1", "Sequential", 0.001309
10000, "-O1", "Parallel", 0.216086
10000, "-O1", "Built-in", 0.001562
10000, "-O2", "Sequential", 0.001310
10000, "-O2", "Parallel", 0.215343
10000, "-O2", "Built-in", 0.001569
10000, "-O3", "Sequential", 0.000977
10000, "-O3", "Parallel", 0.267009
10000, "-O3", "Built-in", 0.001971
10000, "-O1", "Sequential", 0.001243
10000, "-O1", "Parallel", 0.247178
10000, "-O1", "Built-in", 0.001559
10000, "-O2", "Sequential", 0.000971
10000, "-O2", "Parallel", 0.214785
10000, "-O2", "Built-in", 0.001556
10000, "-O3", "Sequential", 0.001031
10000, "-O3", "Parallel", 0.124701
10000, "-O3", "Built-in", 0.001513
10000, "-O1", "Sequential", 0.001480
10000, "-O1", "Parallel", 0.117342
10000, "-O1", "Built-in", 0.001561
10000, "-O2", "Sequential", 0.001053
10000, "-O2", "Parallel", 0.112159
10000, "-O2", "Built-in", 0.002061
10000, "-O3", "Sequential", 0.001027
10000, "-O3", "Parallel", 0.177865
10000, "-O3", "Built-in", 0.001522
10000, "-O1", "Sequential", 0.001110
10000, "-O1", "Parallel", 0.169613
10000, "-O1", "Built-in", 0.001593
10000, "-O2", "Sequential", 0.001029
10000, "-O2", "Parallel", 0.243180
10000, "-O2", "Built-in", 0.001512
10000, "-O3", "Sequential", 0.000995
10000, "-O3", "Parallel", 0.200247
10000, "-O3", "Built-in", 0.001529
10000, "-O1", "Sequential", 0.001181
10000, "-O1", "Parallel", 0.175174
10000, "-O1", "Built-in", 0.001602
10000, "-O2", "Sequential", 0.001054
10000, "-O2", "Parallel", 0.237929
10000, "-O2", "Built-in", 0.001582
10000, "-O3", "Sequential", 0.000958
10000, "-O3", "Parallel", 0.214872
10000, "-O3", "Built-in", 0.001646
10000, "-O1", "Sequential", 0.001152
10000, "-O1", "Parallel", 0.192898
10000, "-O1", "Built-in", 0.001587
10000, "-O2", "Sequential", 0.001005
10000, "-O2", "Parallel", 0.233357
10000, "-O2", "Built-in", 0.001529
10000, "-O3", "Sequential", 0.000959
10000, "-O3", "Parallel", 0.233590
10000, "-O3", "Built-in", 0.001543
10000, "-O1", "Sequential", 0.001170
10000, "-O1", "Parallel", 0.218687
10000, "-O1", "Built-in", 0.001607
10000, "-O2", "Sequential", 0.000981
10000, "-O2", "Parallel", 0.232906
10000, "-O2", "Built-in", 0.001572
10000, "-O3", "Sequential", 0.001183
10000, "-O3", "Parallel", 0.212237
10000, "-O3", "Built-in", 0.001567
10000, "-O1", "Sequential", 0.001780
10000, "-O1", "Parallel", 0.204763
10000, "-O1", "Built-in", 0.001730
10000, "-O2", "Sequential", 0.001040
10000, "-O2", "Parallel", 0.249251
10000, "-O2", "Built-in", 0.001541
10000, "-O3", "Sequential", 0.000991
10000, "-O3", "Parallel", 0.209642
10000, "-O3", "Built-in", 0.001554
100, "-O1", "Sequential", 0.000007
100, "-O1", "Parallel", 0.027736
100, "-O1", "Built-in", 0.000013
100, "-O2", "Sequential", 0.000009
100, "-O2", "Parallel", 0.036235
100, "-O2", "Built-in", 0.000013
100, "-O3", "Sequential", 0.000009
100, "-O3", "Parallel", 0.042590
100, "-O3", "Built-in", 0.000012
100, "-O1", "Sequential", 0.000008
100, "-O1", "Parallel", 0.027591
100, "-O1", "Built-in", 0.000013
100, "-O2", "Sequential", 0.000008
100, "-O2", "Parallel", 0.025025
100, "-O2", "Built-in", 0.000012
100, "-O3", "Sequential", 0.000008
100, "-O3", "Parallel", 0.023980
100, "-O3", "Built-in", 0.000012
100, "-O1", "Sequential", 0.000008
100, "-O1", "Parallel", 0.030189
100, "-O1", "Built-in", 0.000013
100, "-O2", "Sequential", 0.000007
100, "-O2", "Parallel", 0.031336
100, "-O2", "Built-in", 0.000012
100, "-O3", "Sequential", 0.000007
100, "-O3", "Parallel", 0.027967
100, "-O3", "Built-in", 0.000012
100, "-O1", "Sequential", 0.000008
100, "-O1", "Parallel", 0.024165
100, "-O1", "Built-in", 0.000014
100, "-O2", "Sequential", 0.000007
100, "-O2", "Parallel", 0.031413
100, "-O2", "Built-in", 0.000012
100, "-O3", "Sequential", 0.000007
100, "-O3", "Parallel", 0.034364
100, "-O3", "Built-in", 0.000012
100, "-O1", "Sequential", 0.000007
100, "-O1", "Parallel", 0.035316
100, "-O1", "Built-in", 0.000013
100, "-O2", "Sequential", 0.000007
100, "-O2", "Parallel", 0.041880
100, "-O2", "Built-in", 0.000012
100, "-O3", "Sequential", 0.000007
100, "-O3", "Parallel", 0.019469
100, "-O3", "Built-in", 0.000012
100, "-O1", "Sequential", 0.000007
100, "-O1", "Parallel", 0.025186
100, "-O1", "Built-in", 0.000013
100, "-O2", "Sequential", 0.000008
100, "-O2", "Parallel", 0.030707
100, "-O2", "Built-in", 0.000012
100, "-O3", "Sequential", 0.000008
100, "-O3", "Parallel", 0.027563
100, "-O3", "Built-in", 0.000012
100, "-O1", "Sequential", 0.000007
100, "-O1", "Parallel", 0.026324
100, "-O1", "Built-in", 0.000013
100, "-O2", "Sequential", 0.000008
100, "-O2", "Parallel", 0.029686
100, "-O2", "Built-in", 0.000013
100, "-O3", "Sequential", 0.000007
100, "-O3", "Parallel", 0.030262
100, "-O3", "Built-in", 0.000012
100, "-O1", "Sequential", 0.000008
100, "-O1", "Parallel", 0.061847
100, "-O1", "Built-in", 0.000013
100, "-O2", "Sequential", 0.000009
100, "-O2", "Parallel", 0.041133
100, "-O2", "Built-in", 0.000013
100, "-O3", "Sequential", 0.000008
100, "-O3", "Parallel", 0.036021
100, "-O3", "Built-in", 0.000012
100, "-O1", "Sequential", 0.000008
100, "-O1", "Parallel", 0.026038
100, "-O1", "Built-in", 0.000013
100, "-O2", "Sequential", 0.000007
100, "-O2", "Parallel", 0.062152
100, "-O2", "Built-in", 0.000016
100, "-O3", "Sequential", 0.000012
100, "-O3", "Parallel", 0.022429
100, "-O3", "Built-in", 0.000013
100, "-O1", "Sequential", 0.000007
100, "-O1", "Parallel", 0.017959
100, "-O1", "Built-in", 0.000013
100, "-O2", "Sequential", 0.000007
100, "-O2", "Parallel", 0.022363
100, "-O2", "Built-in", 0.000011
100, "-O3", "Sequential", 0.000008
100, "-O3", "Parallel", 0.027162
100, "-O3", "Built-in", 0.000012
5000, "-O1", "Sequential", 0.000506
5000, "-O1", "Parallel", 0.182018
5000, "-O1", "Built-in", 0.000863
5000, "-O2", "Sequential", 0.000456
5000, "-O2", "Parallel", 0.182739
5000, "-O2", "Built-in", 0.000863
5000, "-O3", "Sequential", 0.000499
5000, "-O3", "Parallel", 0.192468
5000, "-O3", "Built-in", 0.000856
5000, "-O1", "Sequential", 0.000524
5000, "-O1", "Parallel", 0.134582
5000, "-O1", "Built-in", 0.000894
5000, "-O2", "Sequential", 0.000511
5000, "-O2", "Parallel", 0.158468
5000, "-O2", "Built-in", 0.000858
5000, "-O3", "Sequential", 0.000526
5000, "-O3", "Parallel", 0.152391
5000, "-O3", "Built-in", 0.000880
5000, "-O1", "Sequential", 0.000515
5000, "-O1", "Parallel", 0.158553
5000, "-O1", "Built-in", 0.000886
5000, "-O2", "Sequential", 0.000507
5000, "-O2", "Parallel", 0.158327
5000, "-O2", "Built-in", 0.000880
5000, "-O3", "Sequential", 0.000457
5000, "-O3", "Parallel", 0.200006
5000, "-O3", "Built-in", 0.000867
5000, "-O1", "Sequential", 0.000554
5000, "-O1", "Parallel", 0.182561
5000, "-O1", "Built-in", 0.000889
5000, "-O2", "Sequential", 0.000491
5000, "-O2", "Parallel", 0.161872
5000, "-O2", "Built-in", 0.001076
5000, "-O3", "Sequential", 0.000457
5000, "-O3", "Parallel", 0.148891
5000, "-O3", "Built-in", 0.000867
5000, "-O1", "Sequential", 0.000513
5000, "-O1", "Parallel", 0.129957
5000, "-O1", "Built-in", 0.000883
5000, "-O2", "Sequential", 0.001095
5000, "-O2", "Parallel", 0.148304
5000, "-O2", "Built-in", 0.000882
5000, "-O3", "Sequential", 0.000619
5000, "-O3", "Parallel", 0.201976
5000, "-O3", "Built-in", 0.000901
5000, "-O1", "Sequential", 0.000512
5000, "-O1", "Parallel", 0.136196
5000, "-O1", "Built-in", 0.000892
5000, "-O2", "Sequential", 0.000514
5000, "-O2", "Parallel", 0.124763
5000, "-O2", "Built-in", 0.000889
5000, "-O3", "Sequential", 0.000495
5000, "-O3", "Parallel", 0.171631
5000, "-O3", "Built-in", 0.000902
5000, "-O1", "Sequential", 0.000506
5000, "-O1", "Parallel", 0.181652
5000, "-O1", "Built-in", 0.000930
5000, "-O2", "Sequential", 0.000458
5000, "-O2", "Parallel", 0.251232
5000, "-O2", "Built-in", 0.000883
5000, "-O3", "Sequential", 0.000529
5000, "-O3", "Parallel", 0.194040
5000, "-O3", "Built-in", 0.000895
5000, "-O1", "Sequential", 0.000559
5000, "-O1", "Parallel", 0.179097
5000, "-O1", "Built-in", 0.000904
5000, "-O2", "Sequential", 0.000502
5000, "-O2", "Parallel", 0.160193
5000, "-O2", "Built-in", 0.000886
5000, "-O3", "Sequential", 0.000474
5000, "-O3", "Parallel", 0.162042
5000, "-O3", "Built-in", 0.000878
5000, "-O1", "Sequential", 0.000648
5000, "-O1", "Parallel", 0.186525
5000, "-O1", "Built-in", 0.000932
5000, "-O2", "Sequential", 0.000515
5000, "-O2", "Parallel", 0.202406
5000, "-O2", "Built-in", 0.000901
5000, "-O3", "Sequential", 0.000494
5000, "-O3", "Parallel", 0.188677
5000, "-O3", "Built-in", 0.000887
5000, "-O1", "Sequential", 0.000542
5000, "-O1", "Parallel", 0.192278
5000, "-O1", "Built-in", 0.000891
5000, "-O2", "Sequential", 0.000449
5000, "-O2", "Parallel", 0.203027
5000, "-O2", "Built-in", 0.000890
5000, "-O3", "Sequential", 0.000557
5000, "-O3", "Parallel", 0.173420
5000, "-O3", "Built-in", 0.000901
1000000, "-O1", "Sequential", 0.157175
1000000, "-O1", "Parallel", 0.300861
1000000, "-O1", "Built-in", 0.205809
1000000, "-O2", "Sequential", 0.136512
1000000, "-O2", "Parallel", 0.301927
1000000, "-O2", "Built-in", 0.220125
1000000, "-O3", "Sequential", 0.170290
1000000, "-O3", "Parallel", 0.322070
1000000, "-O3", "Built-in", 0.209697
1000000, "-O1", "Sequential", 0.157482
1000000, "-O1", "Parallel", 0.346744
1000000, "-O1", "Built-in", 0.200792
1000000, "-O2", "Sequential", 0.138280
1000000, "-O2", "Parallel", 0.343393
1000000, "-O2", "Built-in", 0.194688
1000000, "-O3", "Sequential", 0.133320
1000000, "-O3", "Parallel", 0.324473
1000000, "-O3", "Built-in", 0.196490
1000000, "-O1", "Sequential", 0.169795
1000000, "-O1", "Parallel", 0.293025
1000000, "-O1", "Built-in", 0.199379
1000000, "-O2", "Sequential", 0.134116
1000000, "-O2", "Parallel", 0.353631
1000000, "-O2", "Built-in", 0.194759
1000000, "-O3", "Sequential", 0.135172
1000000, "-O3", "Parallel", 0.340631
1000000, "-O3", "Built-in", 0.199911
1000000, "-O1", "Sequential", 0.165844
1000000, "-O1", "Parallel", 0.449165
1000000, "-O1", "Built-in", 0.201911
1000000, "-O2", "Sequential", 0.134062
1000000, "-O2", "Parallel", 0.372584
1000000, "-O2", "Built-in", 0.195427
1000000, "-O3", "Sequential", 0.142009
1000000, "-O3", "Parallel", 0.335647
1000000, "-O3", "Built-in", 0.194783
1000000, "-O1", "Sequential", 0.157843
1000000, "-O1", "Parallel", 0.334516
1000000, "-O1", "Built-in", 0.199038
1000000, "-O2", "Sequential", 0.137385
1000000, "-O2", "Parallel", 0.281477
1000000, "-O2", "Built-in", 0.199426
1000000, "-O3", "Sequential", 0.135670
1000000, "-O3", "Parallel", 0.325953
1000000, "-O3", "Built-in", 0.195988
1000000, "-O1", "Sequential", 0.155279
1000000, "-O1", "Parallel", 0.345936
1000000, "-O1", "Built-in", 0.200333
1000000, "-O2", "Sequential", 0.134598
1000000, "-O2", "Parallel", 0.357498
1000000, "-O2", "Built-in", 0.217159
1000000, "-O3", "Sequential", 0.136883
1000000, "-O3", "Parallel", 0.305122
1000000, "-O3", "Built-in", 0.213476
1000000, "-O1", "Sequential", 0.164669
1000000, "-O1", "Parallel", 0.328064
1000000, "-O1", "Built-in", 0.202757
1000000, "-O2", "Sequential", 0.147400
1000000, "-O2", "Parallel", 0.300160
1000000, "-O2", "Built-in", 0.195909
1000000, "-O3", "Sequential", 0.135889
1000000, "-O3", "Parallel", 0.314444
1000000, "-O3", "Built-in", 0.198498
1000000, "-O1", "Sequential", 0.155383
1000000, "-O1", "Parallel", 0.381831
1000000, "-O1", "Built-in", 0.199247
1000000, "-O2", "Sequential", 0.134220
1000000, "-O2", "Parallel", 0.291402
1000000, "-O2", "Built-in", 0.194967
1000000, "-O3", "Sequential", 0.136266
1000000, "-O3", "Parallel", 0.334747
1000000, "-O3", "Built-in", 0.225724
1000000, "-O1", "Sequential", 0.165787
1000000, "-O1", "Parallel", 0.362617
1000000, "-O1", "Built-in", 0.227702
1000000, "-O2", "Sequential", 0.136960
1000000, "-O2", "Parallel", 0.359287
1000000, "-O2", "Built-in", 0.220596
1000000, "-O3", "Sequential", 0.136148
1000000, "-O3", "Parallel", 0.358917
1000000, "-O3", "Built-in", 0.197933
1000000, "-O1", "Sequential", 0.160684
1000000, "-O1", "Parallel", 0.327010
1000000, "-O1", "Built-in", 0.198967
1000000, "-O2", "Sequential", 0.141618
1000000, "-O2", "Parallel", 0.296935
1000000, "-O2", "Built-in", 0.195799
1000000, "-O3", "Sequential", 0.135047
1000000, "-O3", "Parallel", 0.322250
1000000, "-O3", "Built-in", 0.194741
800, "-O1", "Sequential", 0.000230
800, "-O1", "Parallel", 0.086256
800, "-O1", "Built-in", 0.000383
800, "-O2", "Sequential", 0.000064
800, "-O2", "Parallel", 0.087974
800, "-O2", "Built-in", 0.000385
800, "-O3", "Sequential", 0.000063
800, "-O3", "Parallel", 0.105323
800, "-O3", "Built-in", 0.000410
800, "-O1", "Sequential", 0.000074
800, "-O1", "Parallel", 0.131958
800, "-O1", "Built-in", 0.000391
800, "-O2", "Sequential", 0.000085
800, "-O2", "Parallel", 0.114429
800, "-O2", "Built-in", 0.000389
800, "-O3", "Sequential", 0.000090
800, "-O3", "Parallel", 0.133662
800, "-O3", "Built-in", 0.000419
800, "-O1", "Sequential", 0.000070
800, "-O1", "Parallel", 0.128041
800, "-O1", "Built-in", 0.000461
800, "-O2", "Sequential", 0.000078
800, "-O2", "Parallel", 0.095597
800, "-O2", "Built-in", 0.000389
800, "-O3", "Sequential", 0.000069
800, "-O3", "Parallel", 0.108598
800, "-O3", "Built-in", 0.000387
800, "-O1", "Sequential", 0.000070
800, "-O1", "Parallel", 0.089515
800, "-O1", "Built-in", 0.000403
800, "-O2", "Sequential", 0.000064
800, "-O2", "Parallel", 0.098838
800, "-O2", "Built-in", 0.000396
800, "-O3", "Sequential", 0.000064
800, "-O3", "Parallel", 0.103208
800, "-O3", "Built-in", 0.000415
800, "-O1", "Sequential", 0.000068
800, "-O1", "Parallel", 0.070136
800, "-O1", "Built-in", 0.000402
800, "-O2", "Sequential", 0.000064
800, "-O2", "Parallel", 0.072002
800, "-O2", "Built-in", 0.000399
800, "-O3", "Sequential", 0.000068
800, "-O3", "Parallel", 0.076356
800, "-O3", "Built-in", 0.000397
800, "-O1", "Sequential", 0.000069
800, "-O1", "Parallel", 0.085055
800, "-O1", "Built-in", 0.000402
800, "-O2", "Sequential", 0.000069
800, "-O2", "Parallel", 0.096515
800, "-O2", "Built-in", 0.000402
800, "-O3", "Sequential", 0.000074
800, "-O3", "Parallel", 0.112441
800, "-O3", "Built-in", 0.000403
800, "-O1", "Sequential", 0.000068
800, "-O1", "Parallel", 0.106978
800, "-O1", "Built-in", 0.000421
800, "-O2", "Sequential", 0.000069
800, "-O2", "Parallel", 0.089290
800, "-O2", "Built-in", 0.000400
800, "-O3", "Sequential", 0.000070
800, "-O3", "Parallel", 0.112223
800, "-O3", "Built-in", 0.000410
800, "-O1", "Sequential", 0.000069
800, "-O1", "Parallel", 0.098182
800, "-O1", "Built-in", 0.000416
800, "-O2", "Sequential", 0.000071
800, "-O2", "Parallel", 0.114671
800, "-O2", "Built-in", 0.000406
800, "-O3", "Sequential", 0.000065
800, "-O3", "Parallel", 0.094195
800, "-O3", "Built-in", 0.000401
800, "-O1", "Sequential", 0.000070
800, "-O1", "Parallel", 0.087359
800, "-O1", "Built-in", 0.000413
800, "-O2", "Sequential", 0.000065
800, "-O2", "Parallel", 0.103245
800, "-O2", "Built-in", 0.000439
800, "-O3", "Sequential", 0.000064
800, "-O3", "Parallel", 0.101064
800, "-O3", "Built-in", 0.000431
800, "-O1", "Sequential", 0.000077
800, "-O1", "Parallel", 0.140590
800, "-O1", "Built-in", 0.000414
800, "-O2", "Sequential", 0.000065
800, "-O2", "Parallel", 0.133899
800, "-O2", "Built-in", 0.000406
800, "-O3", "Sequential", 0.000067
800, "-O3", "Parallel", 0.107378
800, "-O3", "Built-in", 0.000414
100000, "-O1", "Sequential", 0.014002
100000, "-O1", "Parallel", 0.172970
100000, "-O1", "Built-in", 0.017477
100000, "-O2", "Sequential", 0.012805
100000, "-O2", "Parallel", 0.287925
100000, "-O2", "Built-in", 0.016941
100000, "-O3", "Sequential", 0.012792
100000, "-O3", "Parallel", 0.299370
100000, "-O3", "Built-in", 0.016828
100000, "-O1", "Sequential", 0.014285
100000, "-O1", "Parallel", 0.316080
100000, "-O1", "Built-in", 0.017579
100000, "-O2", "Sequential", 0.012811
100000, "-O2", "Parallel", 0.236524
100000, "-O2", "Built-in", 0.017066
100000, "-O3", "Sequential", 0.012017
100000, "-O3", "Parallel", 0.217090
100000, "-O3", "Built-in", 0.017010
100000, "-O1", "Sequential", 0.014370
100000, "-O1", "Parallel", 0.217673
100000, "-O1", "Built-in", 0.017398
100000, "-O2", "Sequential", 0.012543
100000, "-O2", "Parallel", 0.232550
100000, "-O2", "Built-in", 0.017144
100000, "-O3", "Sequential", 0.012898
100000, "-O3", "Parallel", 0.217492
100000, "-O3", "Built-in", 0.017029
100000, "-O1", "Sequential", 0.014363
100000, "-O1", "Parallel", 0.233373
100000, "-O1", "Built-in", 0.016988
100000, "-O2", "Sequential", 0.014734
100000, "-O2", "Parallel", 0.287379
100000, "-O2", "Built-in", 0.016328
100000, "-O3", "Sequential", 0.011561
100000, "-O3", "Parallel", 0.326212
100000, "-O3", "Built-in", 0.017124
100000, "-O1", "Sequential", 0.018151
100000, "-O1", "Parallel", 0.332067
100000, "-O1", "Built-in", 0.017844
100000, "-O2", "Sequential", 0.012358
100000, "-O2", "Parallel", 0.273943
100000, "-O2", "Built-in", 0.019442
100000, "-O3", "Sequential", 0.012355
100000, "-O3", "Parallel", 0.233615
100000, "-O3", "Built-in", 0.016799
100000, "-O1", "Sequential", 0.015268
100000, "-O1", "Parallel", 0.264760
100000, "-O1", "Built-in", 0.017520
100000, "-O2", "Sequential", 0.013140
100000, "-O2", "Parallel", 0.288980
100000, "-O2", "Built-in", 0.016285
100000, "-O3", "Sequential", 0.012801
100000, "-O3", "Parallel", 0.198595
100000, "-O3", "Built-in", 0.016829
100000, "-O1", "Sequential", 0.015881
100000, "-O1", "Parallel", 0.248088
100000, "-O1", "Built-in", 0.017370
100000, "-O2", "Sequential", 0.014428
100000, "-O2", "Parallel", 0.208771
100000, "-O2", "Built-in", 0.016918
100000, "-O3", "Sequential", 0.013168
100000, "-O3", "Parallel", 0.208732
100000, "-O3", "Built-in", 0.016559
100000, "-O1", "Sequential", 0.014739
100000, "-O1", "Parallel", 0.250678
100000, "-O1", "Built-in", 0.017529
100000, "-O2", "Sequential", 0.012856
100000, "-O2", "Parallel", 0.261902
