Size, Compilation, Type, Time
430, "-O3", "Parallel", 0.059388
430, "-O3", "Built-in", 0.000339
430, "-O1", "Sequential", 0.000078
430, "-O1", "Parallel", 0.086489
430, "-O1", "Built-in", 0.000347
430, "-O2", "Sequential", 0.000070
430, "-O2", "Parallel", 0.079680
430, "-O2", "Built-in", 0.000346
430, "-O3", "Sequential", 0.000064
430, "-O3", "Parallel", 0.070405
430, "-O3", "Built-in", 0.000353
430, "-O1", "Sequential", 0.000064
430, "-O1", "Parallel", 0.079696
430, "-O1", "Built-in", 0.000357
430, "-O2", "Sequential", 0.000065
430, "-O2", "Parallel", 0.076300
430, "-O2", "Built-in", 0.000353
430, "-O3", "Sequential", 0.000059
430, "-O3", "Parallel", 0.070966
430, "-O3", "Built-in", 0.000356
5000000, "-O1", "Sequential", 1.597373
5000000, "-O1", "Parallel", 1.151734
5000000, "-O1", "Built-in", 1.629007
5000000, "-O2", "Sequential", 1.591882
5000000, "-O2", "Parallel", 1.128310
5000000, "-O2", "Built-in", 1.599714
5000000, "-O3", "Sequential", 1.591800
5000000, "-O3", "Parallel", 1.096863
5000000, "-O3", "Built-in", 1.614499
5000000, "-O1", "Sequential", 1.582638
5000000, "-O1", "Parallel", 1.109547
5000000, "-O1", "Built-in", 1.692413
5000000, "-O2", "Sequential", 1.623412
5000000, "-O2", "Parallel", 1.044890
5000000, "-O2", "Built-in", 1.587523
5000000, "-O3", "Sequential", 1.590443
5000000, "-O3", "Parallel", 1.155896
5000000, "-O3", "Built-in", 1.631681
5000000, "-O1", "Sequential", 1.594899
5000000, "-O1", "Parallel", 1.138736
5000000, "-O1", "Built-in", 1.629419
5000000, "-O2", "Sequential", 1.683597
5000000, "-O2", "Parallel", 1.131839
5000000, "-O2", "Built-in", 1.588707
5000000, "-O3", "Sequential", 1.553415
5000000, "-O3", "Parallel", 1.078783
5000000, "-O3", "Built-in", 1.630159
5000000, "-O1", "Sequential", 1.578688
5000000, "-O1", "Parallel", 1.137488
5000000, "-O1", "Built-in", 1.604135
5000000, "-O2", "Sequential", 1.632070
5000000, "-O2", "Parallel", 1.153918
5000000, "-O2", "Built-in", 1.611430
5000000, "-O3", "Sequential", 1.604618
5000000, "-O3", "Parallel", 1.177453
5000000, "-O3", "Built-in", 1.648459
5000000, "-O1", "Sequential", 1.685159
5000000, "-O1", "Parallel", 1.108869
5000000, "-O1", "Built-in", 1.626797
5000000, "-O2", "Sequential", 1.554856
5000000, "-O2", "Parallel", 1.073890
5000000, "-O2", "Built-in", 1.579512
5000000, "-O3", "Sequential", 1.563459
5000000, "-O3", "Parallel", 1.105433
5000000, "-O3", "Built-in", 1.628776
5000000, "-O1", "Sequential", 1.583283
5000000, "-O1", "Parallel", 1.190105
5000000, "-O1", "Built-in", 1.606082
5000000, "-O2", "Sequential", 1.591864
5000000, "-O2", "Parallel", 1.221286
5000000, "-O2", "Built-in", 1.597599
5000000, "-O3", "Sequential", 1.594221
5000000, "-O3", "Parallel", 1.070758
5000000, "-O3", "Built-in", 1.596110
5000000, "-O1", "Sequential", 1.619243
5000000, "-O1", "Parallel", 1.115073
5000000, "-O1", "Built-in", 1.605762
5000000, "-O2", "Sequential", 1.623282
5000000, "-O2", "Parallel", 1.038924
5000000, "-O2", "Built-in", 1.671796
5000000, "-O3", "Sequential", 1.624292
5000000, "-O3", "Parallel", 1.096834
5000000, "-O3", "Built-in", 1.589113
5000000, "-O1", "Sequential", 1.681337
5000000, "-O1", "Parallel", 1.134089
5000000, "-O1", "Built-in", 1.618603
5000000, "-O2", "Sequential", 1.598889
5000000, "-O2", "Parallel", 1.074519
5000000, "-O2", "Built-in", 1.654959
5000000, "-O3", "Sequential", 1.619214
5000000, "-O3", "Parallel", 1.100085
5000000, "-O3", "Built-in", 1.669093
5000000, "-O1", "Sequential", 1.691534
5000000, "-O1", "Parallel", 1.175076
5000000, "-O1", "Built-in", 1.596390
5000000, "-O2", "Sequential", 1.559258
5000000, "-O2", "Parallel", 1.069609
5000000, "-O2", "Built-in", 1.638424
5000000, "-O3", "Sequential", 1.623233
5000000, "-O3", "Parallel", 1.174606
5000000, "-O3", "Built-in", 1.595849
5000000, "-O1", "Sequential", 1.628305
5000000, "-O1", "Parallel", 1.080903
5000000, "-O1", "Built-in", 1.602524
5000000, "-O2", "Sequential", 1.556680
5000000, "-O2", "Parallel", 1.103981
5000000, "-O2", "Built-in", 1.632854
5000000, "-O3", "Sequential", 1.604702
5000000, "-O3", "Parallel", 1.229388
5000000, "-O3", "Built-in", 1.605439
4000, "-O1", "Sequential", 0.000703
4000, "-O1", "Parallel", 0.227308
4000, "-O1", "Built-in", 0.000898
4000, "-O2", "Sequential", 0.000930
4000, "-O2", "Parallel", 0.261972
4000, "-O2", "Built-in", 0.000916
4000, "-O3", "Sequential", 0.000811
4000, "-O3", "Parallel", 0.206881
4000, "-O3", "Built-in", 0.000971
4000, "-O1", "Sequential", 0.000775
4000, "-O1", "Parallel", 0.188266
4000, "-O1", "Built-in", 0.000915
4000, "-O2", "Sequential", 0.000750
4000, "-O2", "Parallel", 0.204507
4000, "-O2", "Built-in", 0.001009
4000, "-O3", "Sequential", 0.000883
4000, "-O3", "Parallel", 0.220531
4000, "-O3", "Built-in", 0.000975
4000, "-O1", "Sequential", 0.000924
4000, "-O1", "Parallel", 0.155703
4000, "-O1", "Built-in", 0.000938
4000, "-O2", "Sequential", 0.000770
4000, "-O2", "Parallel", 0.149929
4000, "-O2", "Built-in", 0.000917
4000, "-O3", "Sequential", 0.000700
4000, "-O3", "Parallel", 0.160726
4000, "-O3", "Built-in", 0.001019
4000, "-O1", "Sequential", 0.000761
4000, "-O1", "Parallel", 0.135259
4000, "-O1", "Built-in", 0.000953
4000, "-O2", "Sequential", 0.000772
4000, "-O2", "Parallel", 0.116578
4000, "-O2", "Built-in", 0.000936
4000, "-O3", "Sequential", 0.000759
4000, "-O3", "Parallel", 0.180309
4000, "-O3", "Built-in", 0.001174
4000, "-O1", "Sequential", 0.000757
4000, "-O1", "Parallel", 0.131252
4000, "-O1", "Built-in", 0.001155
4000, "-O2", "Sequential", 0.000687
4000, "-O2", "Parallel", 0.145749
4000, "-O2", "Built-in", 0.001151
4000, "-O3", "Sequential", 0.000687
4000, "-O3", "Parallel", 0.166306
4000, "-O3", "Built-in", 0.000977
4000, "-O1", "Sequential", 0.000742
4000, "-O1", "Parallel", 0.132150
4000, "-O1", "Built-in", 0.000955
4000, "-O2", "Sequential", 0.000734
4000, "-O2", "Parallel", 0.186295
4000, "-O2", "Built-in", 0.000941
4000, "-O3", "Sequential", 0.000719
4000, "-O3", "Parallel", 0.195354
4000, "-O3", "Built-in", 0.000954
4000, "-O1", "Sequential", 0.000759
4000, "-O1", "Parallel", 0.193163
4000, "-O1", "Built-in", 0.000933
4000, "-O2", "Sequential", 0.000700
4000, "-O2", "Parallel", 0.172323
4000, "-O2", "Built-in", 0.000940
4000, "-O3", "Sequential", 0.000965
4000, "-O3", "Parallel", 0.209017
4000, "-O3", "Built-in", 0.000956
4000, "-O1", "Sequential", 0.000768
4000, "-O1", "Parallel", 0.182642
4000, "-O1", "Built-in", 0.000993
4000, "-O2", "Sequential", 0.000771
4000, "-O2", "Parallel", 0.166200
4000, "-O2", "Built-in", 0.000946
4000, "-O3", "Sequential", 0.000709
4000, "-O3", "Parallel", 0.205170
4000, "-O3", "Built-in", 0.000960
4000, "-O1", "Sequential", 0.000730
4000, "-O1", "Parallel", 0.148148
4000, "-O1", "Built-in", 0.000948
4000, "-O2", "Sequential", 0.000743
4000, "-O2", "Parallel", 0.154606
4000, "-O2", "Built-in", 0.000949
4000, "-O3", "Sequential", 0.000748
4000, "-O3", "Parallel", 0.156369
4000, "-O3", "Built-in", 0.000963
4000, "-O1", "Sequential", 0.000801
4000, "-O1", "Parallel", 0.187637
4000, "-O1", "Built-in", 0.000944
4000, "-O2", "Sequential", 0.000783
4000, "-O2", "Parallel", 0.153784
4000, "-O2", "Built-in", 0.000954
4000, "-O3", "Sequential", 0.000734
4000, "-O3", "Parallel", 0.199338
4000, "-O3", "Built-in", 0.000961
